,Unnamed: 0,source,target,fraction,source_description,target_description,contingency
166,166,STAPDWTXCT,SA,0.026631158455393,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer a wh-question with a statement.,0
167,167,STAPDWTXCT,SI,0.054593874833555,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,State intent to carry out act by speaker.,1
168,168,STAPDWTXCT,STAPDWTXCT,0.275632490013316,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
169,169,STAPDWTXCT,TA,0.00133155792277,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer a limited-alternative question.,1
170,170,STAPDWTXCT,YQTQ,0.019973368841545,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
171,171,STAPDWTXCT,YYOO,0.145139813581891,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
172,172,YA,AA,0.521739130434783,Answer a question with a yes/no question.,Answer in the affirmative to yes/no question.,1
173,173,YA,AC,0.043478260869565,Answer a question with a yes/no question.,Answer calls; show attentiveness to communications.,0
174,174,YA,AN,0.043478260869565,Answer a question with a yes/no question.,Answer in the negative to yes/no question,1
175,175,YA,MKTOXA,0.043478260869565,Answer a question with a yes/no question.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
176,176,YA,QN,0.043478260869565,Answer a question with a yes/no question.,Ask a product-question (wh-question),0
177,177,YA,SA,0.130434782608696,Answer a question with a yes/no question.,Answer a wh-question with a statement.,0
178,178,YA,STAPDWTXCT,0.086956521739131,Answer a question with a yes/no question.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
179,179,YA,YQTQ,0.043478260869565,Answer a question with a yes/no question.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,0
180,180,YA,YYOO,0.043478260869565,Answer a question with a yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
181,181,YQTQ,AA,0.552755905511811,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer in the affirmative to yes/no question.,1
182,182,YQTQ,ABPMET,0.001574803149606,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,0
183,183,YQTQ,AC,0.001574803149606,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer calls; show attentiveness to communications.,0
184,184,YQTQ,ADALGI,0.004724409448819,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
185,185,YQTQ,AN,0.121259842519685,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer in the negative to yes/no question,1
186,186,YQTQ,DC,0.003149606299213,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Create a new state of affairs by declaration,0
187,187,YQTQ,EN,0.001574803149606,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Express positive emotion.,0
188,188,YQTQ,FP,0.001574803149606,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Ask for permission to carry out act.,0
189,189,YQTQ,MKTOXA,0.023622047244095,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
190,190,YQTQ,,0.004724409448819,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Intentionally nonsatisfying answer to question,1
191,191,YQTQ,PRCN,0.006299212598425,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Perform verbal move in game. | Count.,0
192,192,YQTQ,QN,0.026771653543307,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Ask a product-question (wh-question),0
193,193,YQTQ,RD,0.004724409448819,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Refuse to carry out an act requested or proposed by other.,0
194,194,YQTQ,RPCS,0.031496062992126,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
195,195,YQTQ,RQ,0.003149606299213,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Yes/no question or suggestion about hearer's wishes and intentions,0
196,196,YQTQ,RR,0.009448818897638,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Request to repeat utterance.,1
197,197,YQTQ,RT,0.001574803149606,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Repeat or imitate other's utterance.,0
198,198,YQTQ,SA,0.014173228346457,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer a wh-question with a statement.,0
199,199,YQTQ,SI,0.017322834645669,Ask a yes/no question. | Ask a limited-alternative yes/no question.,State intent to carry out act by speaker.,0
200,200,YQTQ,STAPDWTXCT,0.08503937007874,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
201,201,YQTQ,TA,0.015748031496063,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer a limited-alternative question.,1
202,202,YQTQ,YA,0.001574803149606,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer a question with a yes/no question.,1
203,203,YQTQ,YQTQ,0.015748031496063,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,0
204,204,YQTQ,YYOO,0.050393700787402,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
205,205,SI,ABPMET,0.012345679012346,State intent to carry out act by speaker.,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,1
206,206,SI,AC,0.08641975308642,State intent to carry out act by speaker.,Answer calls; show attentiveness to communications.,1
207,207,SI,CL,0.012345679012346,State intent to carry out act by speaker.,Call attention to hearer by name or by substitute exclamations,1
208,208,SI,MKTOXA,0.123456790123457,State intent to carry out act by speaker.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
209,209,SI,PF,0.049382716049383,State intent to carry out act by speaker.,Prohibit/forbid/protest hearer's performance of an act,1
210,210,SI,PRCN,0.012345679012346,State intent to carry out act by speaker.,Perform verbal move in game. | Count.,1
211,211,SI,QN,0.074074074074074,State intent to carry out act by speaker.,Ask a product-question (wh-question),1
212,212,SI,RPCS,0.123456790123457,State intent to carry out act by speaker.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
213,213,SI,RT,0.024691358024691,State intent to carry out act by speaker.,Repeat or imitate other's utterance.,1
214,214,SI,SI,0.135802469135802,State intent to carry out act by speaker.,State intent to carry out act by speaker.,1
215,215,SI,STAPDWTXCT,0.17283950617284,State intent to carry out act by speaker.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
216,216,SI,YQTQ,0.037037037037037,State intent to carry out act by speaker.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
217,217,SI,YYOO,0.135802469135802,State intent to carry out act by speaker.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
218,218,AA,AC,0.086956521739131,Answer in the affirmative to yes/no question.,Answer calls; show attentiveness to communications.,1
219,219,AA,CL,0.043478260869565,Answer in the affirmative to yes/no question.,Call attention to hearer by name or by substitute exclamations,0
220,220,AA,CXSC,0.043478260869565,Answer in the affirmative to yes/no question.,Complete text if so demanded. | Complete statement or other utterance in compliance with request,0
221,221,AA,MKTOXA,0.173913043478261,Answer in the affirmative to yes/no question.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
222,222,AA,PRCN,0.043478260869565,Answer in the affirmative to yes/no question.,Perform verbal move in game. | Count.,1
223,223,AA,QN,0.086956521739131,Answer in the affirmative to yes/no question.,Ask a product-question (wh-question),1
224,224,AA,RPCS,0.043478260869565,Answer in the affirmative to yes/no question.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
225,225,AA,SI,0.043478260869565,Answer in the affirmative to yes/no question.,State intent to carry out act by speaker.,1
226,226,AA,STAPDWTXCT,0.043478260869565,Answer in the affirmative to yes/no question.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
227,227,AA,YQTQ,0.130434782608696,Answer in the affirmative to yes/no question.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
228,228,AA,YYOO,0.260869565217391,Answer in the affirmative to yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
229,229,AC,AC,0.030674846625767,Answer calls; show attentiveness to communications.,Answer calls; show attentiveness to communications.,1
230,230,AC,CL,0.01840490797546,Answer calls; show attentiveness to communications.,Call attention to hearer by name or by substitute exclamations,0
231,231,AC,FP,0.006134969325153,Answer calls; show attentiveness to communications.,Ask for permission to carry out act.,1
232,232,AC,GR,0.006134969325153,Answer calls; show attentiveness to communications.,Give reason; justify a request for an action refusal or prohibition,0
233,233,AC,MKTOXA,0.073619631901841,Answer calls; show attentiveness to communications.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
234,234,AC,PF,0.006134969325153,Answer calls; show attentiveness to communications.,Prohibit/forbid/protest hearer's performance of an act,0
235,235,AC,PRCN,0.024539877300614,Answer calls; show attentiveness to communications.,Perform verbal move in game. | Count.,1
236,236,AC,QN,0.030674846625767,Answer calls; show attentiveness to communications.,Ask a product-question (wh-question),1
237,237,AC,RD,0.006134969325153,Answer calls; show attentiveness to communications.,Refuse to carry out an act requested or proposed by other.,0
238,238,AC,RPCS,0.079754601226994,Answer calls; show attentiveness to communications.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
239,239,AC,SA,0.006134969325153,Answer calls; show attentiveness to communications.,Answer a wh-question with a statement.,0
240,240,AC,SI,0.067484662576687,Answer calls; show attentiveness to communications.,State intent to carry out act by speaker.,1
241,241,AC,STAPDWTXCT,0.361963190184049,Answer calls; show attentiveness to communications.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
242,242,AC,YQTQ,0.024539877300614,Answer calls; show attentiveness to communications.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
243,243,AC,YYOO,0.257668711656442,Answer calls; show attentiveness to communications.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
244,244,ADALGI,AC,0.048387096774194,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Answer calls; show attentiveness to communications.,1
245,245,ADALGI,ADALGI,0.016129032258065,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
246,246,ADALGI,CL,0.032258064516129,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Call attention to hearer by name or by substitute exclamations,1
247,247,ADALGI,DC,0.016129032258065,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Create a new state of affairs by declaration,1
248,248,ADALGI,EAEIECEX,0.032258064516129,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,1
249,249,ADALGI,FP,0.016129032258065,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Ask for permission to carry out act.,0
250,250,ADALGI,MKTOXA,0.064516129032258,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
251,251,ADALGI,PRCN,0.032258064516129,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Perform verbal move in game. | Count.,1
252,252,ADALGI,QN,0.016129032258065,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Ask a product-question (wh-question),1
253,253,ADALGI,RPCS,0.161290322580645,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
254,254,ADALGI,RQ,0.032258064516129,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Yes/no question or suggestion about hearer's wishes and intentions,1
255,255,ADALGI,SA,0.032258064516129,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Answer a wh-question with a statement.,0
256,256,ADALGI,SI,0.112903225806452,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,State intent to carry out act by speaker.,1
257,257,ADALGI,STAPDWTXCT,0.145161290322581,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
258,258,ADALGI,YQTQ,0.016129032258065,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
259,259,ADALGI,YYOO,0.225806451612903,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
260,260,CL,AC,0.625,Call attention to hearer by name or by substitute exclamations,Answer calls; show attentiveness to communications.,1
261,261,CL,ADALGI,0.125,Call attention to hearer by name or by substitute exclamations,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,1
262,262,CL,YYOO,0.25,Call attention to hearer by name or by substitute exclamations,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
263,263,DC,AC,0.166666666666667,Create a new state of affairs by declaration,Answer calls; show attentiveness to communications.,1
264,264,DC,RPCS,0.5,Create a new state of affairs by declaration,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
265,265,DC,YYOO,0.333333333333333,Create a new state of affairs by declaration,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
266,266,EAEIECEX,AC,0.017857142857143,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Answer calls; show attentiveness to communications.,1
267,267,EAEIECEX,CXSC,0.535714285714286,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Complete text if so demanded. | Complete statement or other utterance in compliance with request,1
268,268,EAEIECEX,DC,0.017857142857143,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Create a new state of affairs by declaration,0
269,269,EAEIECEX,EAEIECEX,0.053571428571429,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,1
270,270,EAEIECEX,PRCN,0.089285714285714,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Perform verbal move in game. | Count.,1
271,271,EAEIECEX,RPCS,0.035714285714286,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
272,272,EAEIECEX,RT,0.053571428571429,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Repeat or imitate other's utterance.,1
273,273,EAEIECEX,STAPDWTXCT,0.035714285714286,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
274,274,EAEIECEX,YYOO,0.160714285714286,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
275,275,PA,AC,0.071428571428572,Permit hearer to perform act.,Answer calls; show attentiveness to communications.,0
276,276,PA,PRCN,0.071428571428572,Permit hearer to perform act.,Perform verbal move in game. | Count.,1
277,277,PA,QN,0.142857142857143,Permit hearer to perform act.,Ask a product-question (wh-question),1
278,278,PA,RD,0.071428571428572,Permit hearer to perform act.,Refuse to carry out an act requested or proposed by other.,1
279,279,PA,RQ,0.071428571428572,Permit hearer to perform act.,Yes/no question or suggestion about hearer's wishes and intentions,1
280,280,PA,SI,0.285714285714286,Permit hearer to perform act.,State intent to carry out act by speaker.,1
281,281,PA,YQTQ,0.071428571428572,Permit hearer to perform act.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
282,282,PA,YYOO,0.214285714285714,Permit hearer to perform act.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
283,283,PRCN,AC,0.015873015873016,Perform verbal move in game. | Count.,Answer calls; show attentiveness to communications.,0
284,284,PRCN,CMEMED,0.095238095238095,Perform verbal move in game. | Count.,Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.,1
285,285,PRCN,DC,0.015873015873016,Perform verbal move in game. | Count.,Create a new state of affairs by declaration,1
286,286,PRCN,MKTOXA,0.079365079365079,Perform verbal move in game. | Count.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
287,287,PRCN,PF,0.031746031746032,Perform verbal move in game. | Count.,Prohibit/forbid/protest hearer's performance of an act,1
288,288,PRCN,PRCN,0.238095238095238,Perform verbal move in game. | Count.,Perform verbal move in game. | Count.,1
289,289,PRCN,QN,0.031746031746032,Perform verbal move in game. | Count.,Ask a product-question (wh-question),1
290,290,PRCN,RPCS,0.111111111111111,Perform verbal move in game. | Count.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
291,291,PRCN,RQ,0.015873015873016,Perform verbal move in game. | Count.,Yes/no question or suggestion about hearer's wishes and intentions,1
292,292,PRCN,RT,0.031746031746032,Perform verbal move in game. | Count.,Repeat or imitate other's utterance.,1
293,293,PRCN,SI,0.031746031746032,Perform verbal move in game. | Count.,State intent to carry out act by speaker.,1
294,294,PRCN,STAPDWTXCT,0.111111111111111,Perform verbal move in game. | Count.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
295,295,PRCN,YQTQ,0.031746031746032,Perform verbal move in game. | Count.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
296,296,PRCN,YYOO,0.158730158730159,Perform verbal move in game. | Count.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
297,297,YYOO,AC,0.018867924528302,Make a word-like utterance without clear function. | Unintelligible vocalization.,Answer calls; show attentiveness to communications.,0
298,298,YYOO,CL,0.037735849056604,Make a word-like utterance without clear function. | Unintelligible vocalization.,Call attention to hearer by name or by substitute exclamations,0
299,299,YYOO,FP,0.018867924528302,Make a word-like utterance without clear function. | Unintelligible vocalization.,Ask for permission to carry out act.,0
300,300,YYOO,MKTOXA,0.037735849056604,Make a word-like utterance without clear function. | Unintelligible vocalization.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
301,301,YYOO,QN,0.056603773584906,Make a word-like utterance without clear function. | Unintelligible vocalization.,Ask a product-question (wh-question),0
302,302,YYOO,RPCS,0.056603773584906,Make a word-like utterance without clear function. | Unintelligible vocalization.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
303,303,YYOO,RQ,0.056603773584906,Make a word-like utterance without clear function. | Unintelligible vocalization.,Yes/no question or suggestion about hearer's wishes and intentions,0
304,304,YYOO,SA,0.018867924528302,Make a word-like utterance without clear function. | Unintelligible vocalization.,Answer a wh-question with a statement.,0
305,305,YYOO,SI,0.132075471698113,Make a word-like utterance without clear function. | Unintelligible vocalization.,State intent to carry out act by speaker.,0
306,306,YYOO,STAPDWTXCT,0.169811320754717,Make a word-like utterance without clear function. | Unintelligible vocalization.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
307,307,YYOO,YQTQ,0.018867924528302,Make a word-like utterance without clear function. | Unintelligible vocalization.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,0
308,308,YYOO,YYOO,0.377358490566038,Make a word-like utterance without clear function. | Unintelligible vocalization.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
309,309,GR,ADALGI,0.125,Give reason; justify a request for an action refusal or prohibition,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,1
310,310,GR,MKTOXA,0.25,Give reason; justify a request for an action refusal or prohibition,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
311,311,GR,RD,0.25,Give reason; justify a request for an action refusal or prohibition,Refuse to carry out an act requested or proposed by other.,0
312,312,GR,RR,0.125,Give reason; justify a request for an action refusal or prohibition,Request to repeat utterance.,1
313,313,GR,SA,0.125,Give reason; justify a request for an action refusal or prohibition,Answer a wh-question with a statement.,0
314,314,GR,YYOO,0.125,Give reason; justify a request for an action refusal or prohibition,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
315,315,PD,ADALGI,0.666666666666667,Promise.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,1
316,316,PD,SI,0.333333333333333,Promise.,State intent to carry out act by speaker.,1
317,317,PF,ADALGI,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,1
318,318,PF,FP,0.045454545454546,Prohibit/forbid/protest hearer's performance of an act,Ask for permission to carry out act.,1
319,319,PF,MKTOXA,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
320,320,PF,PRCN,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,Perform verbal move in game. | Count.,0
321,321,PF,QN,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,Ask a product-question (wh-question),1
322,322,PF,SI,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,State intent to carry out act by speaker.,1
323,323,PF,STAPDWTXCT,0.227272727272727,Prohibit/forbid/protest hearer's performance of an act,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
324,324,PF,YYOO,0.272727272727273,Prohibit/forbid/protest hearer's performance of an act,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
325,325,ABPMET,CL,0.074074074074074,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Call attention to hearer by name or by substitute exclamations,1
326,326,ABPMET,CMEMED,0.037037037037037,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.,1
327,327,ABPMET,DC,0.037037037037037,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Create a new state of affairs by declaration,1
328,328,ABPMET,MKTOXA,0.148148148148148,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
329,329,ABPMET,QN,0.074074074074074,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Ask a product-question (wh-question),1
330,330,ABPMET,RPCS,0.074074074074074,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
331,331,ABPMET,RQ,0.037037037037037,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Yes/no question or suggestion about hearer's wishes and intentions,1
332,332,ABPMET,RT,0.037037037037037,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Repeat or imitate other's utterance.,1
333,333,ABPMET,SI,0.185185185185185,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,State intent to carry out act by speaker.,1
334,334,ABPMET,STAPDWTXCT,0.148148148148148,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
335,335,ABPMET,YQTQ,0.037037037037037,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
336,336,ABPMET,YYOO,0.111111111111111,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
